1.000000000000000000e+00 1.712433537590781896e+01 8.869670536761619317e+00 -2.218895519489248613e+01 1.971678316613307658e+01 -1.885378357371926228e+01 1.099804127532794773e+01 -1.378985228766813975e+01 7.390019221427659879e+00 -9.885214276981921344e+00 5.060654034272600299e-01 -3.513359236212299397e+00 7.095152997224953850e+00 -6.531139369591310029e-01 2.011810935668511657e+00 1.350915160742134091e+01 1.051195430609326209e+01 1.439508038031761039e+01 1.225808545457578447e+01 1.841021433652925055e+01 1.200637642360372226e+01 1.934559849804411513e+01 1.429368322087501753e+01 1.792952529305725662e+01 1.183822333444829589e+01 1.250526128384235136e+01 1.084225667666093429e+01 1.000000000000000000e+00
1.000000000000000000e+00 1.713108705794152797e+01 9.385897263000103408e+00 -2.356531979502321761e+01 1.951956833505477462e+01 -1.049814602492287641e+01 1.288820944183990491e+01 -1.514055459961608108e+01 6.536843807792153349e+00 -1.014752890880977354e+01 1.583353879223838856e+00 -5.636267160528871223e+00 5.632994182779301084e+00 6.067360734832979441e-01 2.021441685959228796e+00 1.485659124756388216e+01 9.484302744943244434e+00 1.363411338576610277e+01 1.502088039568958600e+01 1.866743094524942492e+01 1.091705506923229763e+01 2.134333245508656063e+01 1.261562382404794747e+01 1.728381391661599409e+01 1.158685007426735147e+01 1.121369120106159478e+01 9.505893996017292125e+00 1.000000000000000000e+00
1.000000000000000000e+00 1.599836617160607055e+01 9.575160357222626928e+00 -1.439065931895616046e+01 2.673606997407638985e+01 -1.047487159160713510e+01 1.819951563231709457e+01 -1.478909853692620047e+01 1.247173314797293919e+01 -8.564033703512617279e+00 1.725472132662050795e+00 -5.443102735795235958e+00 7.748465323499218904e+00 8.149380518027816711e-01 1.413044907863312050e+00 1.368625797354387785e+01 1.013783774303690244e+01 1.312353861447556724e+01 1.277115717406773676e+01 1.753757535840434656e+01 1.341974957610019104e+01 1.947626916399477892e+01 1.308406706254196372e+01 1.736301867711079083e+01 1.139810355327368185e+01 1.078981093894092425e+01 9.735744299113200384e+00 1.000000000000000000e+00
1.000000000000000000e+00 1.500596396944188626e+01 1.211485985203009719e+01 -1.296085392118913404e+01 2.883130476445963808e+01 -1.963636137201856613e+01 1.958094760676005208e+01 -1.542703342452635518e+01 3.918907847630239139e-01 1.107885736903314822e+00 -1.173355479130631451e+01 3.650231491923180638e+00 -1.088431278484754294e+00 8.985197820900067356e+00 1.603438050039660778e+00 1.488655050042661188e+01 1.163061920984969788e+01 1.470831621935795930e+01 1.589711633877330854e+01 1.653967143180652144e+01 1.455438792947032844e+01 1.728932603982526928e+01 1.326157743007303047e+01 1.268699639683199365e+01 1.081592195756413943e+01 1.391226506145789266e+01 1.322915382963736342e+01 1.000000000000000000e+00
1.000000000000000000e+00 1.696576335001716274e+01 2.295001348858248491e+01 -2.885957315663920753e+01 5.777295193305759469e+00 -8.961515226006041557e-01 1.513175815136683688e+01 -4.196880146190821392e+00 -2.186729947089506254e+01 2.120175800561667767e+00 -9.130546273481051855e+00 -1.277956096091506843e+01 -4.155112284568577508e+00 5.560100135921633324e+00 3.077097919694943950e+00 1.191432851348609567e+01 9.899926518826809740e+00 1.174356848562947775e+01 1.540680377331562134e+01 1.362885509762762659e+01 1.229216990497587503e+01 1.342062776225601795e+01 1.480592665498229721e+01 1.520180764681278163e+01 1.189985091395132066e+01 1.283078660154372308e+01 1.100286964430126524e+01 1.000000000000000000e+00
1.000000000000000000e+00 1.660997026230628393e+01 6.575721181525361558e+00 -1.970411976332053428e+01 2.866426495117817907e+01 -3.065443204326069448e+01 2.043586231936358999e+01 -1.785815249627657764e+01 -7.493205250141473428e+00 -1.004098838397485149e+00 -1.266854709009631641e+01 1.130638792756454869e+01 -5.240053680075454245e+00 5.568935844237767441e+00 2.136355460031264641e+00 1.139231382577184171e+01 7.000399233428350243e+00 1.154139166010878981e+01 9.030602940498212661e+00 1.068473369646475568e+01 1.043712900206816130e+01 1.906812518329660122e+01 1.296199173875364785e+01 1.707578476267473278e+01 1.381796945156478529e+01 1.092921529058437713e+01 9.221720622162768777e+00 1.000000000000000000e+00
1.000000000000000000e+00 1.408910844735085277e+01 1.231349894447202331e+01 -1.658977035430340052e+01 2.410809267413510071e+01 7.812782226407394282e-01 6.679475535103739148e+00 -9.291171774490583068e-01 -3.683942033255725779e+00 -4.108225622338227190e+00 -5.931253606095681086e+00 1.895708033240442569e+00 1.553913807266074532e+00 -4.162455821427289315e+00 2.957238108541377475e+00 2.145664665668281401e+01 1.702270497129036642e+01 1.905072550683408039e+01 1.741952117065205030e+01 1.673683494562466478e+01 1.438137643509372943e+01 2.264574070837783282e+01 1.435341604355173395e+01 1.468617881431645955e+01 1.286344798442923221e+01 1.244180075235556693e+01 1.253010514282573773e+01 1.000000000000000000e+00
1.000000000000000000e+00 1.237032796208855245e+01 1.289746943424816727e+01 -1.634519652850421068e+01 7.764213087750497344e+00 -1.326454060720516814e+01 -4.380181970571671357e+00 -2.150957731783703153e+01 -1.424852124730151459e+01 -1.071727198405802639e+01 -1.780544888063854359e+01 -8.016325207505681227e-01 -3.972707062118232546e+00 -9.217990050561039039e-01 2.749367038143968323e+00 1.711314585519644993e+01 1.183234400556102450e+01 1.834477518268675311e+01 1.469341317218034781e+01 1.546844703403344035e+01 1.659311692660999782e+01 1.531959597218535940e+01 1.685394711052009242e+01 1.458210151883872818e+01 1.343498618667177880e+01 1.230552042897398302e+01 1.100178720055279413e+01 1.000000000000000000e+00
1.000000000000000000e+00 1.232871369622946212e+01 9.175500002916034958e+00 -1.838328159628538216e+01 2.321017879862182198e+01 -8.541545191213863575e+00 1.113944726495492610e+01 -1.890330630143267188e+00 -8.115124194426796223e+00 -1.870879350467642421e+00 -1.266688014934049811e+01 3.773253512222535910e+00 -3.544879497952073688e+00 3.682905617335781479e+00 2.734471966561156098e+00 1.561461994673752862e+01 1.176203137521816799e+01 1.544655157490938713e+01 1.849418226992110448e+01 1.646404896486631486e+01 1.392219920619383089e+01 1.656563483547661875e+01 1.606558406722242083e+01 1.610446969465477096e+01 1.297806543578133898e+01 1.225010623419747979e+01 1.226568356529064729e+01 1.000000000000000000e+00
1.000000000000000000e+00 1.705839201707789243e+01 1.737393474551991801e+01 -2.521626993761150004e+01 3.190057470894955216e+01 -1.146887723434665318e+01 1.176721836453851644e+00 -6.029268489828157662e+00 -3.279790301861305579e+01 1.244680571001741320e+01 -2.020975640439564458e+01 -5.296912746148037421e+00 9.242114232128921358e+00 -1.531197438391854959e+01 2.798760567214177986e+00 1.571175669823095689e+01 1.815962449080661045e+01 1.547615791813465513e+01 1.615244163883114226e+01 1.392032697777788819e+01 1.588551991925442763e+01 1.627041750776244200e+01 1.473866810067776534e+01 1.411336979753054521e+01 1.544766999389172746e+01 1.310693763724832017e+01 1.128140148224880157e+01 1.000000000000000000e+00
